candidate_id,score,rationale,stratum
CAND_0013096,0.0,"Despite an IIT Madras M.Tech in AI, all career roles are Sales Executive, Graphic Designer, and Accountant at TCS/Infosys/Wayne Enterprises with no engineering or ML work — a clear honeypot keyword-mismatch profile.",honeypot_flagged
CAND_0013128,0.0,"13-year career entirely in HR Manager, Accountant, and Content Writer roles at non-technical companies (Infosys, Hooli, Stark Industries) with no engineering or ML production experience despite a nominal PhD in Machine Learning.",low_behavioral
CAND_0013208,0.4,"6.9 years at product companies (Hooli, Razorpay) with strong Python/web/cloud fundamentals and a LoRA skill (28 months), but career is predominantly web/DevOps with only a small self-built RAG side project — no production IR, ranking, or embedding systems ownership.",top_retrieval_dense
CAND_0013213,0.2,"Only 2.8 years of experience as a Mobile Developer at Flipkart (a product company) with solid Java/Spring Boot backend fundamentals but no ML, retrieval, embeddings, or ranking work of any kind.",random
CAND_0013233,0.2,"8.2 years primarily at IT-services firm HCL and fictional companies (Wayne Enterprises, Pied Piper) in .NET/DevOps/QA roles; Kubeflow and OpenCV skills listed but career evidence shows no ML or IR systems work, and computer vision is a negative signal for this NLP/IR role.",top_retrieval_dense
CAND_0013249,0.0,"Sales Executive whose most recent role is at Dunder Mifflin (explicitly listed fictional honeypot company), with a career entirely in sales, operations, and customer support — no technical or ML work despite an M.Tech in Data Science.",title_mismatch
CAND_0013275,0.0,"Accountant at Stark Industries (fictional company) with 3.7 years of pure accounting/finance work — GL, financial reporting, tax filings — and no engineering, ML, or IR experience despite superficial skills listed.",random
CAND_0013277,0.2,"8.4 years as a full-stack/mobile developer at HCL and Swiggy with no production IR/search/ranking experience, self-learner AI only, and a role listed at fictional Dunder Mifflin signals a honeypot profile.",high_behavioral
CAND_0013336,0.0,"Entire 12-year career spans non-technical roles (customer support, content writer, accountant, brand designer) at fictional companies Dunder Mifflin and Stark Industries with zero ML or engineering work.",low_behavioral
CAND_0013350,0.0,"HR Manager whose career consists of accounting, marketing, and operations roles at Wayne Enterprises (fictional) and IT-services firms Infosys/Wipro, with no ML engineering work despite a Weights & Biases skill listing.",random
CAND_0013366,0.0,"10.5-year career entirely in sales, mechanical engineering, customer support, and operations at fictional companies Stark Industries and Wayne Enterprises, with no programming or ML experience whatsoever.",top_retrieval_dense
CAND_0013393,0.6,"Production experience with Pinecone, sentence-transformers, and OpenSearch at Freshworks (product company) plus collaborative filtering/XGBoost work, but primary deep-learning output is computer vision rather than IR/ranking systems and lacks demonstrated evaluation metric ownership.",top_retrieval_bm25
CAND_0013433,0.2,"5.2-year career is entirely web/API development (React, Node.js, Django) at Globex Inc and Razorpay with only a small self-built RAG side project representing AI exposure and no production ML or retrieval systems.",random
CAND_0013456,0.6,"IIIT Bangalore graduate with advanced Vector Search (57 months) and Haystack skills, NLP pipeline work at Sarvam AI, and production ML at Flipkart, but career centers on CV/image moderation and time-series forecasting rather than ranking or IR systems with NDCG-style evaluation.",top_retrieval_bm25
CAND_0013478,0.0,"Sales Executive with 2.7 years, sole employer is fictional Pied Piper (honeypot), actual work described as content writing and SEO, with zero engineering or ML background.",random
CAND_0013495,0.2,"12-year career as graphic designer, business analyst, and operations manager at IT-services firms TCS/Wipro and fictional Initech, with only recent online courses on RAG/vector DBs and keyword-inflated MLflow skill listing indicating no production ML experience.",top_anti_persona_sim
CAND_0013613,0.8,"Built production semantic search with sentence-transformers and FAISS at Adobe, shipped XGBoost/LightGBM ranking models with NDCG evaluation at Razorpay, and delivered a 10M+ user recommendation system at Salesforce, with expert-level Weaviate and fine-tuning LLM skills — near-perfect IR/ranking profile held back only by 4.7 years total experience and tier_3 education.",top_retrieval_bm25
CAND_0013644,0.0,"Career is entirely sales, accounting, and marketing (including at fictional companies Dunder Mifflin and Pied Piper) with zero ML, IR, or engineering work and only beginner-level web skills.",low_behavioral
CAND_0013714,0.0,"Despite a Mechanical Engineer title, the career consists of content writing/SEO at Infosys and the fictional company Pied Piper, with no ML or IR experience and only beginner-level non-technical skills.",top_retrieval_dense
CAND_0013765,0.0,"Entire career in customer support and sales at Stark Industries (fictional honeypot) and TCS with no technical engineering or ML skills, making this profile completely irrelevant to the role.",low_behavioral
CAND_0013795,0.0,"Only 3.3 years of experience as an Operations Manager at TCS with a marketing/ops background and no ML, IR, or Python engineering skills whatsoever.",low_behavioral
CAND_0013809,0.2,"Sole role is Marketing Manager at Infosys (IT services) with a marketing/demand-generation career and no IR or ML production experience, though intermediate Airflow and Databricks skills suggest some adjacent data awareness.",consulting_only
CAND_0013815,0.2,Entire 5.8-year career spent at IT-services firms HCL and Accenture in QA and frontend roles with no production IR or ranking experience; AI exposure is limited to self-study and a small RAG side project.,consulting_only
CAND_0013828,0.4,"6.5 years at EdTech product companies (Unacademy, Vedantu) with XGBoost/sklearn ML work and Recommendation Systems listed as advanced, but the role is primarily data engineering/pipelines with no demonstrated IR, embedding retrieval, or NDCG evaluation experience.",title_mismatch
CAND_0013919,0.2,"7 years of predominantly QA/frontend work including at fictional company Initech; Vector Search is listed as an intermediate skill (18 months) but primary advanced skill is Speech Recognition, which is a domain mismatch, and most product experience is in web/cloud rather than ML ranking systems.",random
CAND_0013953,0.0,"Career is entirely Accountant, HR Manager, and Customer Support at non-technical companies including fictional Dunder Mifflin; Diffusion Models listed as advanced skill is clear keyword inflation with no supporting engineering work.",random
CAND_0013979,0.0,"10+ years as Project Manager and HR Manager at Acme Corp, TCS, and fictional companies Dunder Mifflin and Stark Industries with no ML or IR engineering work despite holding an M.Tech in Data Science.",random
CAND_0013994,0.0,"Operations Manager at TCS with only 1.5 years of experience; career is entirely marketing/operations at an IT-services firm with no ML, IR, or engineering work whatsoever.",consulting_only
CAND_0014024,0.0,Career spans Marketing Manager at Dunder Mifflin and Mechanical Engineer at Wayne Enterprises — both fictional companies — with accounting and sales roles and zero ML or software engineering experience.,low_behavioral
CAND_0014060,0.0,"Entirely HR Manager and Business Analyst roles at fictional companies (Pied Piper, Stark Industries, Dunder Mifflin) with no engineering or ML work; skills listed (Kafka, Terraform) are unsubstantiated by any technical career history.",random
CAND_0014099,0.4,"Genuine backend/data engineering experience at real product companies (CRED, PhonePe) with FAISS and LlamaIndex skills, but career is data-pipeline and forecasting focused with no direct IR/ranking system ownership, one role is at a fictional company (Initech), and education is tier_4.",title_match_strong
CAND_0014100,0.0,"Marketing Manager career (marketing, accounting, operations, graphic design) with no engineering or ML work; AI skills like YOLO and Databricks are entirely unsupported by any technical role description.",random
CAND_0014126,0.0,"Career is entirely non-technical (Content Writer, Sales Executive, Graphic Designer, Marketing Manager) with roles at fictional companies (Stark Industries) and IT services (TCS), and an M.Sc in Commerce — no engineering or ML background.",top_anti_persona_sim
CAND_0014159,0.0,"Career is Accountant, Content Writer, and Graphic Designer at fictional companies (Pied Piper, Dunder Mifflin) and IT services (Wipro); Pinecone listed as an advanced skill has zero credibility given no technical roles in career history.",top_anti_persona_sim
CAND_0014191,0.0,"Sales Executive at Wipro (IT-services firm) with only 1.5 years of experience, no ML or software engineering skills, and a career description that contradicts the title (mechanical engineering design work).",low_behavioral
CAND_0014205,0.0,"Entire career in Sales and Marketing at Infosys (IT services) and Stark Industries (fictional company), with no ML or engineering background; YOLO listed as advanced skill is unsupported by any technical work.",top_anti_persona_sim
CAND_0014248,0.0,"Business Analyst and Customer Support career across multiple fictional companies (Wayne Enterprises, Pied Piper, Dunder Mifflin) and IT services (Infosys) with no ML, IR, or engineering work at all.",top_anti_persona_sim
CAND_0014317,0.2,"Career spans cloud/DevOps (Acme Corp) and Android development (Hooli) with only self-learner AI exposure via online courses; no production embeddings, retrieval, ranking, or IR system experience.",top_retrieval_dense
CAND_0014332,0.4,"Strong data engineering background at product companies (Razorpay, Unacademy) with Python, Kafka, and Spark, but career is data infrastructure rather than production IR/ranking/embedding systems, with ML ambitions still self-directed rather than shipped.",top_retrieval_bm25
CAND_0014386,0.0,"Career is accounting, marketing, and SEO content writing with current role at fictional company Dunder Mifflin; zero production engineering or ML work of any kind.",random
CAND_0014401,0.0,"Entirely non-technical profile spanning sales, accounting, operations, and mechanical engineering at Wipro (IT services) and fictional companies (Stark Industries, Initech); no AI or software engineering experience.",title_mismatch
CAND_0014440,1.0,"MIT PhD + VJTI, 6.4yr at product companies (CRED, Freshworks, upGrad) with direct ownership of learning-to-rank systems, led keyword-to-embedding migration, and expert-level FAISS + advanced Elasticsearch skills aligned exactly with the role's core requirements.",top_retrieval_bm25
CAND_0014458,0.2,"8.2yr career is predominantly frontend React/Node.js work at Capgemini (IT services) and fictional company Dunder Mifflin, with AI exposure limited to self-learner API experimentation and no IR or ML production experience.",high_behavioral
CAND_0014527,0.0,"Business analyst and customer support background with no engineering depth; recent AI curiosity limited to LangChain tutorials and online courses, with primary role at fictional company Dunder Mifflin.",top_anti_persona_sim
CAND_0014548,0.0,"11yr career of brand design, graphic design, SEO content writing, and operations management at fictional companies (Stark Industries, Wayne Enterprises) and Infosys (IT services); no ML or software engineering background.",low_behavioral
CAND_0014554,0.0,"Career is customer support, business consulting, and civil/mechanical engineering at fictional companies (Initech, Dunder Mifflin); the advanced Feature Engineering skill claim is contradicted by entirely non-technical roles.",low_behavioral
CAND_0014579,0.0,"14.8yr career spans accounting, BA consulting, marketing, and operations at IT services firms (TCS, Wipro) and fictional companies (Pied Piper, Dunder Mifflin); no ML, IR, or software engineering work.",top_anti_persona_sim
CAND_0014635,0.0,"Current title is Marketing Manager with career spanning HR, accounting, and customer support roles — no engineering or ML work present, and AI curiosity is limited to casual ChatGPT use.",random
CAND_0014648,0.0,"Entire career at IT services firms (Wipro, TCS, Infosys) plus the fictional Dunder Mifflin in non-technical PM/BA/Civil Engineer roles, with AI exposure limited to LangChain online courses and no production ML work.",top_anti_persona_sim
CAND_0014683,0.4,"Has production ML experience at Rephrase.ai and Dream11 with FAISS (advanced, 52mo) and pgvector skills, but work is primarily computer vision (ResNet fine-tuning) and lightweight collaborative filtering — limited NLP/IR/ranking depth the role specifically requires.",top_retrieval_bm25
CAND_0014733,0.0,"Only 2 years of experience, sole employer is the fictional Wayne Enterprises, skills are speech recognition and CNN with no NLP/IR/ranking background, and AI exposure is self-learner side projects only.",top_retrieval_dense
CAND_0014797,0.2,"Data engineering background at Ola (product company) with Embeddings skill (advanced, 57mo) is a mild positive, but career has been data warehousing/SQL with top skills being GANs and YOLO — no production IR, retrieval, or ranking systems built; also includes the fictional Dunder Mifflin.",random
CAND_0014803,0.2,"Product company experience at Flipkart and Swiggy plus NIT Trichy tier_1 education are positives, but all roles are DevOps/full-stack with no ML/IR work and top skills (Salesforce CRM, Redux) are entirely non-relevant to the role.",tier1_education
CAND_0014814,0.0,"Despite an IIT Bombay M.Tech, the entire career is in Graphic Design, Project Management, and Business Analysis at TCS and fictional companies (Dunder Mifflin, Wayne Enterprises) with zero evidence of engineering or ML work.",tier1_education
CAND_0014824,0.0,"14.8-year career spans Business Analyst, Mechanical Engineer, Customer Support, and Marketing Manager roles at Hooli and the fictional Stark Industries, with no ML engineering or IR experience and only surface-level AI curiosity.",title_mismatch
CAND_0014831,0.0,"Career is entirely non-technical (Business Analyst, Graphic Designer, Accountant) across Acme Corp, Infosys, and the fictional companies Initech and Dunder Mifflin, with no ML/IR skills and only a Civil Engineering M.S. as technical credential.",top_anti_persona_sim
CAND_0014858,0.6,"Sentence Transformers (advanced, 55mo) and FAISS (advanced, 26mo) with pgvector signal genuine production embeddings/retrieval experience; NLP pipeline work (transformers-based classification) at Paytm and recommendation features at Aganitha demonstrate applied ML depth, though retrieval system ownership and evaluation metric experience are less explicitly evidenced.",top_retrieval_bm25
CAND_0014878,0.0,"1.6 years total experience as a Business Analyst with no ML/AI engineering background; all five skills are at beginner level with under 13 months each, and the self-described identity is 'marketing manager' — no signal of production ML, retrieval, or ranking systems.",title_mismatch
CAND_0014909,0.4,"4.8 years of applied ML at product companies (Niramai HealthTech, Locobuzz) including recommendation-style features, XGBoost, and Kubeflow, but the current title is Computer Vision Engineer with no evidence of embeddings-based retrieval, vector databases, NDCG/ranking eval metrics, or hybrid search systems.",top_retrieval_bm25
CAND_0014937,0.2,"7.5 years of experience is mostly frontend/QA (React, TypeScript) at Capgemini (IT services) and Wayne Enterprises (fictional company flag), with AI exposure limited to a small self-built RAG side project and no production ML, retrieval, or ranking systems work.",title_match_strong
CAND_0014942,0.2,"Despite advanced-level Vector Search and Pinecone skills listed (35 and 18 months respectively), the actual career history is entirely frontend/mobile/DevOps at TCS (IT services) and Stark Industries (fictional company), with no credible production IR or ranking system work supporting those skill claims.",honeypot_flagged
CAND_0015017,0.0,"2.9 years as Customer Support at Acme Corp with no ML or engineering work; self-described as a marketing manager with only ChatGPT experimentation, and skills (Sales, Illustrator) have zero relevance to the AI engineering role.",random
CAND_0015059,0.0,Career is entirely non-technical — Marketing Manager at fictional Initech and Operations Manager at fictional Stark Industries — with no engineering or ML work; beginner-level gRPC and Next.js skills do not offset the complete absence of production AI/ML experience.,title_mismatch
CAND_0015065,0.6,"3.9 years at Flipkart (e-commerce product company) and Nykaa with advanced skills in Learning to Rank, Information Retrieval (57 months), and LlamaIndex/RAG, plus an IIT Delhi M.Sc in ML — strong IR fundamentals, though relatively short tenure and lighter on production vector-DB and hybrid search operational experience.",top_retrieval_bm25
CAND_0015083,0.0,"11.6 years spanning Business Analyst, Operations Manager, Graphic Designer, and Marketing Manager roles at Pied Piper (fictional), Wipro (IT services), and Acme Corp — no engineering or ML work whatsoever; recent online RAG/vector-DB courses do not compensate for a career with zero technical production experience.",top_anti_persona_sim
CAND_0015098,0.0,"5.6 years entirely in Customer Support and Business Analyst roles at Wayne Enterprises (fictional) and Pied Piper (fictional), with skills limited to MongoDB and Excel at intermediate level; no ML, retrieval, or ranking engineering experience of any kind.",random
CAND_0015221,0.2,"9.8 years of experience but almost entirely frontend/DevOps/QA work at TCS (IT services), Swiggy, and Stark Industries (fictional); advanced MLOps and Weights & Biases skills plus intermediate FAISS show some relevant exposure, but no production retrieval/ranking system work and the RAG experience is limited to a self-described side project.",honeypot_flagged
CAND_0015296,0.0,"Operations Manager with 1.4 years of experience in manufacturing/accounting, no engineering or ML skills, and a honeypot profile with mismatched career description versus role title.",honeypot_flagged
CAND_0015297,0.2,"Content Writer with 1.7 years at a manufacturing firm whose career is entirely accounting/content work with no ML or IR experience, though the skills list includes Flask and FastAPI suggesting minimal adjacent technical exposure.",random
CAND_0015326,0.0,"10-year career split across the fictional company Stark Industries plus Wipro and Infosys in non-technical Sales Executive, Marketing Manager, and Customer Support roles with no ML, IR, or engineering work whatsoever.",random
CAND_0015331,0.0,"6.7 years spent in Customer Support at Hooli (fictional) and as an Accountant at Wipro, with no engineering or ML content in either role description and skills limited to REST APIs, Photoshop, and Figma.",random
CAND_0015340,0.4,"5.3 years of solid data engineering (Kafka, Spark, Airflow, dbt) with advanced scikit-learn skills and a product-company stint at PharmEasy, but no production experience with embeddings, vector databases, or ranking/retrieval systems.",title_match_strong
CAND_0015362,0.2,"7.3 years as a web/mobile backend engineer but primary employer is the fictional Dunder Mifflin, AI exposure is self-learner level only, and top skills (Tailwind, Agile, PowerPoint) reveal no IR or ML depth.",top_retrieval_dense
CAND_0015374,0.0,"Pure Marketing Manager career across two fictional companies (Pied Piper and Dunder Mifflin) with demand-generation and enterprise sales roles, zero engineering or ML work of any kind.",title_mismatch
CAND_0015389,0.2,"Only 1.8 years of experience with a cloud/DevOps career description at Swiggy that contradicts the claimed advanced PyTorch skill, and the stated PhD credentials are implausible given the total experience timeline, indicating likely inflated profile.",random
CAND_0015420,0.0,"Civil Engineer with 1.8 years at the fictional Wayne Enterprises performing business analyst work, with skills limited to Accounting, Salesforce CRM, and Project Management — no technical or ML relevance.",random
CAND_0015435,0.2,"7.1 years split between Capgemini (IT services, test automation) and Acme Corp (generic SaaS web development) with intermediate TensorFlow listed but no evidence of production IR, embeddings, or ranking work in any role description.",top_retrieval_dense
CAND_0015478,0.4,"Has a relevant Learning to Rank advanced skill (56 months, 59 endorsements) and recommendation-system work at Flipkart (product company), but only 3.6 years experience, primary CV work at IT-services firm Tech Mahindra, and no demonstrated embeddings-based retrieval or evaluation-metric ownership.",top_retrieval_bm25
CAND_0015492,0.0,"Civil Engineer title with actual career spent in content writing/SEO and accounting at Infosys; no engineering or ML work, and current role is at fictional company Hooli — complete non-fit for an AI/IR engineering role.",random
CAND_0015493,0.4,"Six years across product companies (CRED, Niramai, InMobi) demonstrates solid applied ML breadth, but primary work is computer vision and fraud detection rather than retrieval or ranking, and the only IR signal (Semantic Search skill) is only 8 months deep.",top_retrieval_bm25
CAND_0015499,0.2,"Nine years at strong product companies (CRED, Zomato, Swiggy) with tier_1 NIT Trichy education, but the entire career is DevOps/cloud-infra and full-stack web development with no production ML or IR work — Weaviate skill listed but unsupported by any relevant job description.",tier1_education
CAND_0015500,0.0,"Java/Android developer whose career includes fictional companies Wayne Enterprises, Initech, and Pied Piper (honeypot signals), with no ML or information-retrieval work across any role.",tier1_education
CAND_0015528,0.8,"Applied ML Engineer with 7.4 years at product AI companies who personally led the migration from keyword search to embedding-based retrieval at scale, holds expert-level Information Retrieval and advanced pgvector/LoRA skills, and has a PhD from IIIT Bangalore — closely matching the core requirements of this role.",top_retrieval_dense
CAND_0015551,0.0,"Operations Manager and Accountant whose entire career is in non-technical roles (customer support, logistics ops) with primary employer being fictional Dunder Mifflin — no engineering or ML background.",random
CAND_0015555,0.0,"Accountant with only 1 year of experience at fictional Dunder Mifflin, whose actual work is marketing/demand-generation; no engineering depth whatsoever despite AI-sounding skills listed.",random
CAND_0015578,0.8,"AI Engineer with 5.4 years at product companies (Zoho, Glance) who built production RAG and embedding pipelines using Pinecone and OpenAI embeddings, holds expert-level FAISS (92 months) and Pinecone (90 months) skills, and graduated from NIT Trichy tier_1 — strong hands-on match for the embedding-retrieval core of this role.",top_retrieval_bm25
CAND_0015626,0.0,"Sales Executive whose actual work is brand design and accounting at fictional company Initech, with no technical or ML experience despite AI-curious framing in the summary.",random
CAND_0015639,0.0,"Career spans accounting, content writing, and marketing at fictional companies (Pied Piper, Wayne Enterprises) with no engineering or ML experience; skills are beginner-level Terraform and Illustrator with no IR or ranking relevance.",random
CAND_0015690,0.4,"Has Elasticsearch advanced skill (56 months) and M.E. in ML from Anna University, but career work at Zomato and Accenture is full-stack/mobile Android development with no production IR, embeddings, or ranking system experience; RAG is only a side project.",top_retrieval_dense
CAND_0015693,0.0,"Business Analyst career entirely at Infosys and fictional Dunder Mifflin covering operations and mechanical engineering with no ML or IR skills; top skills are Salesforce CRM, Tally, and beginner MongoDB with zero relevance to ranking systems.",top_anti_persona_sim
CAND_0015842,0.0,"9-year career as accountant and content writer at Infosys/Wipro/Acme with skills limited to Six Sigma, Photoshop, and REST APIs; no ML, embeddings, retrieval, or engineering depth whatsoever.",random
CAND_0015939,0.2,"Mechanical Engineer career at Infosys doing marketing and operations work, with Computer Vision as primary advanced skill — an explicitly negative signal for this NLP/IR role — and no embeddings, retrieval, or ranking experience.",random
CAND_0015940,0.2,"IIT Kharagpur M.Sc Data Science is a strong education signal, but career is entirely operations/project management/marketing at Dunder Mifflin (fictional) and TCS, with AI exposure limited to recent LangChain and RAG courses — exactly the JD's anti-pattern of surface-level GenAI pivots.",tier1_education
CAND_0015984,0.4,"Haystack advanced (50 months) and Qdrant advanced (21 months) are directly relevant IR/vector-DB skills, but the entire career is at HCL and Tech Mahindra (IT services only) with career descriptions showing DevOps and full-stack work rather than production retrieval or ranking system deployment.",high_behavioral
CAND_0016012,0.0,"Civil Engineer with 3.6 years at fictional Dunder Mifflin and TCS, career descriptions showing accounting and mechanical design work, with no ML or IR skills; summary acknowledges a marketing background.",random
CAND_0016063,0.0,"Marketing Manager for 8.5 years at fictional companies (Pied Piper, Wayne Enterprises) with career spanning brand design, customer support, and demand generation; skills are entirely non-technical (Scrum, Photoshop, ETL beginner) with zero ML or engineering depth.",random
CAND_0016125,0.0,"HR Manager and Sales Executive career at Wipro and Hooli with both roles described as accounting work; skills are beginner Rust, Redis, and Sales with no ML, embeddings, or retrieval experience.",random
CAND_0016128,0.2,"Career spans Business Analyst, Mechanical Engineer, and customer support lead roles with no production ML or IR engineering; recent interest in RAG is confined to online courses only.",top_anti_persona_sim
CAND_0016190,0.2,Sole job is Java backend at Wipro (IT services) with no production ML/IR work; top skills are YOLO (computer vision) and Feature Engineering with no retrieval or ranking system experience despite a Stanford B.Sc.,consulting_only
CAND_0016259,0.0,"Entire career is non-technical (Content Writer, HR Manager, Marketing Manager) and includes a role at Dunder Mifflin (fictional company), with zero engineering or ML credentials.",random
CAND_0016301,0.4,"Has 42 months as Mobile Developer at Swiggy (product company) and lists Milvus as an intermediate skill, but AI/ML exposure is limited to a self-learner RAG side project with no demonstrated production IR or ranking system ownership.",title_mismatch
CAND_0016400,0.0,"Both career roles are at Wayne Enterprises (a fictional company), and despite listing FAISS and Vector Search as advanced skills, these have only 4 endorsements each and no evidence of production deployment in a real engineering context.",random
CAND_0016582,0.0,Career is entirely non-technical HR Manager and Accountant roles with no engineering depth; summary self-describes as a marketing manager background with only ChatGPT experimentation.,title_mismatch
CAND_0016584,0.2,Has 6 years of software engineering experience but split between Acme Corp (manufacturing) and TCS (IT services) with no ML or IR skills; AI exposure is limited to a small self-learner RAG side project.,title_mismatch
CAND_0016678,0.6,"Built a production recommendation system at Unacademy using collaborative filtering and NLP pipelines with transformers at Genpact AI, demonstrating real applied ML at product companies, but lacks explicit IR/hybrid retrieval and ranking evaluation (NDCG/MAP) ownership.",top_retrieval_bm25
CAND_0016692,0.0,Only 2.2 years of experience as a Graphic Designer at TCS with a marketing manager background; no engineering or ML work of any kind.,consulting_only
CAND_0016699,0.4,"IIT Roorkee M.Sc in Machine Learning and 28 months of Vector Search experience are strong signals, but current role is Frontend Engineer at Initech (fictional company) and all AI/ML work remains at self-learner level with no production IR or ranking system shipped.",high_behavioral
CAND_0016725,0.2,"Only 2.4 years of experience with no production ML or IR work — career is web/API development (Django, Node.js) at Razorpay and Wipro, with AI limited to self-learner side projects using OpenAI/Anthropic APIs.",random
CAND_0016751,0.0,"Non-technical marketing/graphic design profile with employment at fictional companies (Stark Industries, Dunder Mifflin) indicating a honeypot candidate, and zero engineering or ML experience throughout the career.",random
CAND_0016824,0.2,"Six years of web/mobile/QA engineering at TCS and product companies with advanced Hugging Face Transformers skill listed, but actual career history shows no production ML, IR, or ranking systems — skills appear aspirational rather than demonstrated.",random
CAND_0016870,0.0,"DevOps/cloud infrastructure engineer at Stark Industries (fictional company) and HCL (IT services) with no ML or IR skills — Terraform, SQL, and CSS skills confirm this is a completely wrong profile for a Senior AI Engineer role.",random
CAND_0016877,0.2,"Eight years of mobile development experience with CNN (advanced) showing computer vision bias rather than NLP/IR, employed at Initech (fictional company), with a Chemical Engineering degree from Amity — profile lacks any retrieval or ranking system experience.",random
CAND_0016888,0.0,"Civil engineering background with a marketing manager self-summary, employed at Wayne Enterprises (fictional company) and TCS, with no actual ML or IR experience despite listing peripheral technical skills like GCP and Data Pipelines.",title_match_strong
CAND_0016902,0.4,"Strong data engineering background at Swiggy, Nykaa, and Paytm with Information Retrieval listed as an advanced skill (56 endorsements, 50 months), but actual career work centers on data pipelines, analytics engineering, and Spark — no demonstrated production embedding retrieval or LTR model ownership.",top_retrieval_bm25
CAND_0016918,0.0,"Accountant with 4.2 years entirely at Infosys doing customer support, with FAISS listed as advanced skill for only 5 months — a clear keyword-stuffing pattern with no actual ML or engineering background.",random
CAND_0016936,0.0,"Customer support and accounting career at Wayne Enterprises (fictional company) with a marketing manager self-summary and skills in Tally, Six Sigma, and accounting — completely unrelated to AI engineering.",random
CAND_0017178,0.4,"Production ML engineer at Swiggy with recommendation system experience (collaborative filtering, gradient boosting) and QLoRA/PEFT expertise from NIT Trichy (tier_1), but only 4.2 years of experience with primary focus on CV and recommendations rather than IR/ranking systems or NDCG-based evaluation frameworks.",high_behavioral
CAND_0017187,0.2,"7 years of backend/web engineering with self-learner AI exposure only; current role at fictional Initech and prior stint at Cognizant (IT services) with no production embeddings, retrieval, or ranking experience.",random
CAND_0017239,0.0,"Self-described marketing manager whose career spans fictional Wayne Enterprises, Stark Industries, and IT-services TCS in non-technical operations and accounting roles, with zero engineering or ML production experience.",low_behavioral
CAND_0017245,0.0,"12.9-year career entirely in customer support, accounting, and sales roles at TCS and Acme Corp with no technical engineering or ML work whatsoever, making this a clear non-fit honeypot profile.",honeypot_flagged
CAND_0017288,0.4,"Data/backend engineer at product companies PolicyBazaar and PhonePe with advanced Elasticsearch (21 months) and intermediate Milvus (11 months) skills, but career is data-pipeline focused rather than ML ranking or embedding retrieval systems.",random
CAND_0017345,0.2,"Only 3.9 years of experience predominantly in DevOps/QA roles at HCL (IT services) and fictional Dunder Mifflin, with self-learner AI only and no production NLP, retrieval, or ranking system deployment.",random
CAND_0017364,0.0,"Project Manager with entire career split between fictional Wayne Enterprises and Infosys (IT services) in operations and accounting roles, with no technical ML or engineering background.",title_mismatch
CAND_0017386,0.0,"HR Manager whose full career is at Infosys and Wipro (IT services) in non-technical HR, graphic design, and project management roles with no ML, IR, or engineering production experience.",random
CAND_0017434,0.2,"8.9 years of software engineering at product companies (Zomato, Flipkart) but skills are heavily CV-focused (CNN advanced 55 months, Diffusion Models) with no NLP, search, retrieval, or ranking system experience relevant to this IR-centric role.",random
CAND_0017439,0.0,"6.6-year career as content writer and accountant at fictional Initech, fictional Wayne Enterprises, and TCS with no engineering or ML production work; skills are frontend-web and no IR relevance.",random
CAND_0017471,0.2,"8.3 years of full-stack/backend engineering but entire career at fictional companies Globex Inc and Dunder Mifflin with self-learner AI only; scikit-learn intermediate skill but no production IR, embeddings, or ranking system experience.",high_behavioral
CAND_0017492,0.4,"6.3yr backend/data engineer from IIT Hyderabad (tier_1) with product-company experience at Dream11 and FAISS listed as advanced skill, but career descriptions show data pipeline/ETL focus with only lightweight ML (churn, clustering) and no evidence of production IR/retrieval or ranking systems.",tier1_education
CAND_0017509,0.2,"6.8yr engineer with Pied Piper (fictional company, honeypot signal) and Capgemini/Mindtree IT-services background, actual work in web/QA/DevOps/frontend with AI limited to a self-learner RAG side project, and top skills are HTML/Redux/Angular with no ML or IR relevance.",random
CAND_0017547,0.0,"Only 1.1yr total experience, actual work is brand design and creative direction at a manufacturing company, self-described as a marketing manager with zero engineering or ML depth, and tier_4 education.",title_match_strong
CAND_0017669,0.0,"2.5yr Business Analyst at Infosys whose only career role is enterprise cloud software sales carrying a quota, with zero engineering or ML work despite BentoML listed as advanced — clear keyword inflation pattern.",low_behavioral
CAND_0017683,0.2,"Only 1.0yr total experience as an Android Java developer at Wipro, with Milvus listed as advanced for 54 months (impossible given tenure — keyword inflation), and AI exposure is self-learner RAG side projects only.",random
CAND_0017699,0.0,"14.7yr career entirely in marketing, operations, and sales roles at TCS, Wayne Enterprises (fictional), and Globex with zero engineering or ML experience, matching the non-fit anchor perfectly.",random
CAND_0017722,0.2,"5.7yr data scientist with XGBoost and PyTorch experience, but career is entirely computer vision (ResNet, YOLO image moderation) and predictive modeling with no IR/retrieval/ranking work, and the JD explicitly flags CV/speech specialists without NLP/IR exposure as not a fit.",top_retrieval_dense
CAND_0017751,0.0,"7.6yr web/Android/DevOps engineer whose two longest roles are at Wayne Enterprises (fictional company, honeypot signal) with top skills being Scrum/PowerPoint/Marketing and no ML or IR skills whatsoever.",top_retrieval_dense
CAND_0017757,0.0,"Honeypot-flagged HR Manager whose career spans Stark Industries and Wayne Enterprises (both fictional companies) in HR/brand/sales/BA roles with zero engineering depth, and RL listed as advanced skill is contradicted entirely by actual work history.",honeypot_flagged
